제목,브랜드,방,가격
팸하우스,충무로점 Room A-1,#여성전용 #셰어하우스,100 / 42만원 (1인실)
Calm&Mood,숙대세번째 19호점 Room104,#여성전용 #셰어하우스,100 / 49만원 (1인실)
바운드쉐어,망원중앙점 1인실B,#여성전용 #셰어하우스,100 / 56만원 (1인실)
MR. HOMES,홈즈스튜디오 원효로점 406호,#여성전용 #셰어하우스,60 / 60만원 (1인실)
동거동락,34호점 약수역점 E ROOM,#여성전용 #셰어하우스,121 / 50만원 (1인실)
워크 앤 리브,이태원 2호점 D1,#여성전용 #셰어하우스,114 / 49만원 (1인실)
We Live,당산점 뉴욕,#여성전용 #셰어하우스,100 / 52만원 (1인실)
자몽 셰어하우스,노량진점 2층 Room F,#여성전용 #셰어하우스,300 / 45만원 (1인실)
푸른언덕,중앙대점 Room C,#여성전용 #셰어하우스,100 / 45만원 (2인실)
스펙트럼 하우스,신사점 3층 304 Blue,#여성전용 #셰어하우스,123 / 51만원 (2인실)
스펙트럼 하우스,신사점 2층 206 Blue,#여성전용 #셰어하우스,149 / 64만원 (1인실)
여기쯤 쉐어하우스,여기쯤 신사1호점 A룸 테라스,#여성전용 #셰어하우스,80 / 37만원 (2인실)
낭만,양천향교역점 201호 A,#여성전용 #셰어하우스,150 / 50만원 (1인실)
장안생활,장한평점 (장안동) D타입 721호,#성별무관 #셰어하우스,1000 / 52만원 (1인실)
자몽 셰어하우스,상도점 203호,#여성전용 #셰어하우스,300 / 40만원 (1인실)
쉐어반,논현역점 Room B3,#여성전용 #셰어하우스,110 / 55만원 (1인실)
잠자리,논현역 : 26호점 Room E,#여성전용 #셰어하우스,90 / 45만원 (2인실)
테라스107,테라스107 Room 2,#여성전용 #셰어하우스,70 / 70만원 (1인실)
더 하임 쉐어하우스,청담점 B03,#여성전용 #셰어하우스,200 / 47만원 (2인실)
제이 쉐어하우스,세종대점 4인실,#여성전용 #셰어하우스,35 / 35만원 (4인실)
원더우먼 쉐어하우스,건대점 Room E,#여성전용 #셰어하우스,114 / 40만원 (1인실)
Calm&Mood,방배 23호점 Room406,#여성전용 #셰어하우스,200 / 48만원 (1인실)
home 601,home601_강남 e룸,#남성전용 #셰어하우스,1000 / 50만원 (4인실)
자몽 셰어하우스,군자점 305호,#여성전용 #셰어하우스,300 / 38만원 (1인실)
카페인하우스,사가정역점(여성전용층) Room C,#여성전용 #셰어하우스,76 / 38만원 (2인실)
하품 (하우스 꿈을 품다),1호점 Musk,#남성전용 #셰어하우스,1000 / 64만원 (1인실)
우주,84호점 Room B,#여성전용 #셰어하우스,108 / 46만원 (1인실)
MOVHOUSE,강남DELUXE점 406,#여성전용 #셰어하우스,150 / 54만원 (1인실)
휴애락,건대점 애1st_싱글벙커 2인실,#여성전용 #셰어하우스,150 / 45만원 (2인실)
팸하우스,건대 1호점 Room B,#여성전용 #셰어하우스,100 / 44만원 (1인실)
바다유,7호 서울대입구역점 Room E,#여성전용 #셰어하우스,70 / 35만원 (2인실)
복덕방,역삼1호점-선릉역 2인실-침대형,#여성전용 #셰어하우스,42 / 42만원 (1인실)
우주,43호점 Room A,#여성전용 #셰어하우스,102 / 43만원 (2인실)
팸하우스,사당점 Room A,#여성전용 #셰어하우스,100 / 48만원 (1인실)
복덕방,강남세브란스점(뱅뱅사거리) 1층 분리형 2인실,#여성전용 #셰어하우스,100 / 53만원 (2인실)
앤스테이블,대치 302-1호,#남성전용 #셰어하우스,4000 / 41만원 (1인실)
라다팰리스,사회적주택(개봉동) 301호-1,#성별무관 #셰어하우스,300 / 33만원 (1인실)
Calm&Mood,온수 17호점 Room a104,#남성전용 #셰어하우스,100 / 35만원 (1인실)
모던 하우스,암사역점 302,#여성전용 #셰어하우스,200 / 35만원 (1인실)
바다,암사동집 : 2층 205호,#여성전용 #셰어하우스,100 / 35만원 (1인실)
모던 하우스,천호점 202호,#여성전용 #셰어하우스,200 / 39만원 (1인실)
Sharehouse Cine,오금역점 1인실 Roof One,#여성전용 #셰어하우스,90 / 44만원 (1인실)
쉐어하우스 cloud9,킨텍스 대화역점 ROOM 4,#남성전용 #셰어하우스,150 / 40만원 (1인실)
인타운 하우스,인천대점(도원역) Room 205,#여성전용 #셰어하우스,100 / 35만원 (1인실)
Calm&Mood,홍제 18호점 Room104,#여성전용 #셰어하우스,100 / 45만원 (1인실)
자몽 셰어하우스,연신내점 4층 Room 7,#여성전용 #셰어하우스,300 / 28만원 (1인실)
Calm&Mood,DMC(구산) 22호점 Room302,#여성전용 #셰어하우스,500 / 41만원 (1인실)
플레몬 쉐어하우스,29호점(혜화대학로점) ROOM5,#성별무관 #셰어하우스,50 / 52만원 (1인실)
MK코하우징,연희점 2층 ROOM C,#여성전용 #셰어하우스,100 / 50만원 (1인실)
공상가,연세 1호점 2F / Room 202-3,#여성전용 #셰어하우스,114 / 57만원 (1인실)
공상가,연세 2호점 2F / Room 203-1,#여성전용 #셰어하우스,108 / 54만원 (1인실)
플레몬 쉐어하우스,13호점 (연희동) 405호,#성별무관 #셰어하우스,30 / 32만원 (3인실)
Calm&Mood,혜화 20호점 Studio,#여성전용 #셰어하우스,200 / 49만원 (1인실)
자몽 셰어하우스,대학로점 406호,#여성전용 #셰어하우스,300 / 40만원 (1인실)
굿밤하우스,홍대입구점 2층 더블룸,#성별무관 #셰어하우스,10 / 45만원 (1인실)
우주,93호점 Room B,#여성전용 #셰어하우스,102 / 43만원 (1인실)
우주,95호점 Room D,#여성전용 #셰어하우스,100 / 420만원 (1인실)
커먼타운,센트럴 261 310,#여성전용 #셰어하우스,300 / 58만원 (1인실)
스테이 펠릭스,충무로역점 418호,#성별무관 #셰어하우스,30 / 50만원 (2인실)
Calm&Mood,숙대두번째 16호점 Room105,#여성전용 #셰어하우스,100 / 43만원 (1인실)
팸하우스,충무로점 Room D,#여성전용 #셰어하우스,100 / 49만원 (1인실)
Calm&Mood,숙대세번째 19호점 Room109,#여성전용 #셰어하우스,100 / 48만원 (1인실)
MR. HOMES,홈즈스튜디오 원효로점 203호,#여성전용 #셰어하우스,60 / 60만원 (1인실)
동거동락,34호점 약수역점 F ROOM,#여성전용 #셰어하우스,121 / 50만원 (1인실)
워크 앤 리브,이태원 2호점 C1,#여성전용 #셰어하우스,124 / 54만원 (1인실)
자몽 셰어하우스,노량진점 2층 Room I,#여성전용 #셰어하우스,300 / 33만원 (2인실)
스펙트럼 하우스,신사점 2층 207 Indigo,#여성전용 #셰어하우스,158 / 69만원 (1인실)
스펙트럼 하우스,신사점 3층 305 Indigo,#여성전용 #셰어하우스,102 / 41만원 (2인실)
낭만,양천향교역점 201호 B,#여성전용 #셰어하우스,150 / 50만원 (1인실)
장안생활,장한평점 (장안동) A타입 714호,#성별무관 #셰어하우스,1000 / 52만원 (1인실)
자몽 셰어하우스,상도점 101호,#여성전용 #셰어하우스,300 / 33만원 (3인실)
쉐어반,논현역점 Room B4,#여성전용 #셰어하우스,110 / 55만원 (1인실)
테라스107,테라스107 Room 3,#여성전용 #셰어하우스,75 / 75만원 (1인실)
Calm&Mood,방배 23호점 Room405,#여성전용 #셰어하우스,200 / 55만원 (1인실)
자몽 셰어하우스,군자점 304호,#여성전용 #셰어하우스,300 / 38만원 (1인실)
하품 (하우스 꿈을 품다),1호점 X-men,#남성전용 #셰어하우스,1000 / 49만원 (4인실)
우주,84호점 Room D,#여성전용 #셰어하우스,114 / 49만원 (1인실)
MOVHOUSE,강남DELUXE점 407,#여성전용 #셰어하우스,150 / 56만원 (1인실)
휴애락,건대점 애1st_1인실,#여성전용 #셰어하우스,150 / 53만원 (1인실)
복덕방,역삼1호점-선릉역 2인실-원룸형,#여성전용 #셰어하우스,41 / 41만원 (1인실)
복덕방,강남세브란스점(뱅뱅사거리) 1층 2인실B,#여성전용 #셰어하우스,100 / 41만원 (2인실)
라다팰리스,사회적주택(개봉동) 301호-2,#성별무관 #셰어하우스,300 / 29만원 (1인실)
Calm&Mood,온수 17호점 Room a105,#남성전용 #셰어하우스,100 / 35만원 (1인실)
바다,암사동집 : 2층 401호,#여성전용 #셰어하우스,100 / 39만원 (1인실)
모던 하우스,천호점 203호,#여성전용 #셰어하우스,200 / 42만원 (1인실)
쉐어하우스 cloud9,킨텍스 대화역점 ROOM 3,#남성전용 #셰어하우스,150 / 50만원 (1인실)
인타운 하우스,인천대점(도원역) Room 301,#여성전용 #셰어하우스,100 / 30만원 (1인실)
Calm&Mood,홍제 18호점 Room102,#여성전용 #셰어하우스,100 / 43만원 (1인실)
자몽 셰어하우스,연신내점 3층 Room 3,#여성전용 #셰어하우스,300 / 28만원 (1인실)
Calm&Mood,DMC(구산) 22호점 Room303,#여성전용 #셰어하우스,500 / 40만원 (1인실)
플레몬 쉐어하우스,29호점(혜화대학로점) ROOM4,#성별무관 #셰어하우스,50 / 49만원 (1인실)
MK코하우징,연희점 2층 ROOM A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
공상가,연세 1호점 2F / Room 202-4,#여성전용 #셰어하우스,108 / 54만원 (1인실)
공상가,연세 2호점 3F / Room 301-1,#남성전용 #셰어하우스,108 / 54만원 (1인실)
플레몬 쉐어하우스,13호점 (연희동) 201호,#성별무관 #셰어하우스,50 / 42만원 (1인실)
Calm&Mood,혜화 20호점 Room203,#여성전용 #셰어하우스,200 / 51만원 (1인실)
자몽 셰어하우스,대학로점 504호,#여성전용 #셰어하우스,300 / 40만원 (1인실)
우주,93호점 Room D,#여성전용 #셰어하우스,100 / 42만원 (1인실)
스테이 펠릭스,충무로역점 401호,#성별무관 #셰어하우스,30 / 50만원 (2인실)
Calm&Mood,숙대두번째 16호점 Room101,#여성전용 #셰어하우스,100 / 41만원 (1인실)
팸하우스,충무로점 Room C,#여성전용 #셰어하우스,100 / 46만원 (1인실)
Calm&Mood,숙대세번째 19호점 Room106,#여성전용 #셰어하우스,100 / 48만원 (1인실)
MR. HOMES,홈즈스튜디오 원효로점 202호,#여성전용 #셰어하우스,60 / 60만원 (1인실)
동거동락,34호점 약수역점 G ROOM,#여성전용 #셰어하우스,130 / 55만원 (1인실)
워크 앤 리브,이태원 2호점 B1,#여성전용 #셰어하우스,114 / 49만원 (1인실)
자몽 셰어하우스,노량진점 1층 Room E,#여성전용 #셰어하우스,300 / 34만원 (2인실)
스펙트럼 하우스,신사점 2층 208 Purple,#여성전용 #셰어하우스,148 / 64만원 (1인실)
낭만,양천향교역점 201호 2인실,#여성전용 #셰어하우스,120 / 40만원 (2인실)
장안생활,장한평점 (장안동) B타입 713호,#성별무관 #셰어하우스,1000 / 47만원 (1인실)
자몽 셰어하우스,상도점 103호,#여성전용 #셰어하우스,300 / 38만원 (1인실)
쉐어반,논현역점 Room C,#여성전용 #셰어하우스,106 / 53만원 (1인실)
Calm&Mood,방배 23호점 Room404,#여성전용 #셰어하우스,200 / 53만원 (1인실)
자몽 셰어하우스,군자점 306호,#여성전용 #셰어하우스,300 / 38만원 (1인실)
하품 (하우스 꿈을 품다),1호점 Avengers,#남성전용 #셰어하우스,1000 / 47만원 (6인실)
우주,84호점 Room G,#여성전용 #셰어하우스,110 / 47만원 (1인실)
MOVHOUSE,강남DELUXE점 401,#여성전용 #셰어하우스,150 / 47만원 (2인실)
휴애락,건대점 휴 1st_1인실,#남성전용 #셰어하우스,150 / 45만원 (1인실)
라다팰리스,사회적주택(개봉동) 302호-1,#성별무관 #셰어하우스,300 / 29만원 (1인실)
Calm&Mood,온수 17호점 Room a106,#남성전용 #셰어하우스,100 / 36만원 (1인실)
모던 하우스,천호점 204호,#여성전용 #셰어하우스,200 / 39만원 (1인실)
쉐어하우스 cloud9,킨텍스 대화역점 ROOM 1,#성별무관 #셰어하우스,150 / 50만원 (1인실)
인타운 하우스,인천대점(도원역) Room 302,#여성전용 #셰어하우스,100 / 35만원 (1인실)
Calm&Mood,홍제 18호점 Room107,#여성전용 #셰어하우스,100 / 38만원 (1인실)
자몽 셰어하우스,연신내점 4층 Room 14,#여성전용 #셰어하우스,300 / 29만원 (1인실)
Calm&Mood,DMC(구산) 22호점 Room305,#여성전용 #셰어하우스,500 / 45만원 (1인실)
플레몬 쉐어하우스,29호점(혜화대학로점) ROOM3,#성별무관 #셰어하우스,50 / 34만원 (1인실)
MK코하우징,연희점 2층 ROOM B,#여성전용 #셰어하우스,100 / 50만원 (1인실)
공상가,연세 1호점 3F / Room 301-1,#여성전용 #셰어하우스,116 / 58만원 (1인실)
공상가,연세 2호점 3F / Room 302-1,#여성전용 #셰어하우스,108 / 54만원 (1인실)
플레몬 쉐어하우스,13호점 (연희동) 202호,#성별무관 #셰어하우스,50 / 52만원 (1인실)
Calm&Mood,혜화 20호점 Room202,#여성전용 #셰어하우스,200 / 51만원 (1인실)
자몽 셰어하우스,대학로점 503호,#여성전용 #셰어하우스,300 / 40만원 (1인실)
스테이 펠릭스,충무로역점 515호,#성별무관 #셰어하우스,30 / 60만원 (1인실)
팸하우스,충무로점 Room A,#여성전용 #셰어하우스,100 / 39만원 (2인실)
Calm&Mood,숙대세번째 19호점 Room108,#여성전용 #셰어하우스,100 / 48만원 (1인실)
MR. HOMES,홈즈스튜디오 원효로점 205호,#여성전용 #셰어하우스,60 / 60만원 (1인실)
동거동락,34호점 약수역점 H ROOM,#여성전용 #셰어하우스,130 / 55만원 (1인실)
워크 앤 리브,이태원 2호점 A2,#여성전용 #셰어하우스,124 / 54만원 (1인실)
자몽 셰어하우스,노량진점 2층 Room H,#여성전용 #셰어하우스,300 / 45만원 (1인실)
낭만,양천향교역점 301호 2인실,#여성전용 #셰어하우스,120 / 40만원 (2인실)
장안생활,장한평점 (장안동) C타입 712호,#성별무관 #셰어하우스,1000 / 47만원 (1인실)
쉐어반,논현역점 Room D,#여성전용 #셰어하우스,90 / 42만원 (2인실)
Calm&Mood,방배 23호점 Room402,#여성전용 #셰어하우스,200 / 55만원 (1인실)
자몽 셰어하우스,군자점 206호,#남성전용 #셰어하우스,300 / 38만원 (1인실)
하품 (하우스 꿈을 품다),1호점 Wonder Woman,#여성전용 #셰어하우스,1000 / 46만원 (8인실)
우주,84호점 Room I,#여성전용 #셰어하우스,114 / 49만원 (1인실)
휴애락,건대점 휴2nd_2인실,#남성전용 #셰어하우스,150 / 43만원 (2인실)
라다팰리스,사회적주택(개봉동) 302호-2,#성별무관 #셰어하우스,300 / 22만원 (1인실)
Calm&Mood,온수 17호점 Room b202,#여성전용 #셰어하우스,100 / 45만원 (1인실)
모던 하우스,천호점 205호,#여성전용 #셰어하우스,200 / 40만원 (1인실)
인타운 하우스,인천대점(도원역) Room 303,#여성전용 #셰어하우스,100 / 30만원 (1인실)
자몽 셰어하우스,연신내점 3층 Room 7,#여성전용 #셰어하우스,300 / 28만원 (1인실)
Calm&Mood,DMC(구산) 22호점 Room101,#여성전용 #셰어하우스,500 / 43만원 (1인실)
플레몬 쉐어하우스,29호점(혜화대학로점) ROOM2,#성별무관 #셰어하우스,50 / 39만원 (1인실)
MK코하우징,연희점 3층 ROOM A,#여성전용 #셰어하우스,100 / 50만원 (1인실)
공상가,연세 1호점 3F / Room 301-2,#여성전용 #셰어하우스,108 / 54만원 (1인실)
공상가,연세 2호점 3F / Room 302-2,#여성전용 #셰어하우스,108 / 54만원 (1인실)
플레몬 쉐어하우스,13호점 (연희동) 301호,#성별무관 #셰어하우스,50 / 52만원 (1인실)
Calm&Mood,혜화 20호점 Room104,#여성전용 #셰어하우스,100 / 47만원 (1인실)
자몽 셰어하우스,대학로점 402호,#여성전용 #셰어하우스,300 / 40만원 (1인실)
스테이 펠릭스,충무로역점 514호,#성별무관 #셰어하우스,30 / 60만원 (1인실)
팸하우스,충무로점 Room H,#여성전용 #셰어하우스,100 / 49만원 (1인실)
Calm&Mood,숙대세번째 19호점 Room105,#여성전용 #셰어하우스,100 / 35만원 (2인실)
MR. HOMES,홈즈스튜디오 원효로점 302호,#여성전용 #셰어하우스,60 / 60만원 (1인실)
동거동락,34호점 약수역점 I ROOM,#여성전용 #셰어하우스,127 / 53만원 (1인실)
자몽 셰어하우스,노량진점 2층 Room G,#여성전용 #셰어하우스,300 / 42만원 (1인실)
장안생활,장한평점 (장안동) D타입 711호,#성별무관 #셰어하우스,1000 / 52만원 (1인실)
Calm&Mood,방배 23호점 Room401,#여성전용 #셰어하우스,200 / 55만원 (1인실)
자몽 셰어하우스,군자점 201호,#남성전용 #셰어하우스,300 / 38만원 (1인실)
하품 (하우스 꿈을 품다),1호점 Everdeen,#여성전용 #셰어하우스,1000 / 44만원 (8인실)
휴애락,건대점 락1st_1인실,#여성전용 #셰어하우스,150 / 55만원 (1인실)
라다팰리스,사회적주택(개봉동) 401호-1,#성별무관 #셰어하우스,300 / 31만원 (1인실)
